variant,package_key,package_id,project_id,description_lang,category,status,resolution,asset_class,group,term_len
clean,P177040|MV-MOECCT-DMADD-391691-CS-QCBS,MV-MOECCT-DMADD-391691-CS-QCBS,P177040,en,consultant_services,cancelled,coarse,,data_and_hosting,
deglued,P177040|MV-MOECCT-DMADD-391691-CS-QCBS,MV-MOECCT-DMADD-391691-CS-QCBS,P177040,en,consultant_services,cancelled,coarse,,data_and_hosting,
match_key,P177040|MV-MOECCT-DMADD-391691-CS-QCBS,MV-MOECCT-DMADD-391691-CS-QCBS,P177040,en,consultant_services,cancelled,coarse,,data_and_hosting,4
clean,P177040|MV-MOECCT-DMADD-392082-CS-INDV,MV-MOECCT-DMADD-392082-CS-INDV,P177040,en,consultant_services,signed,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-392082-CS-INDV,MV-MOECCT-DMADD-392082-CS-INDV,P177040,en,consultant_services,signed,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-392082-CS-INDV,MV-MOECCT-DMADD-392082-CS-INDV,P177040,en,consultant_services,signed,fine,cybersecurity,platform,3
clean,P177040|MV-MOECCT-DMADD-392086-CS-INDV,MV-MOECCT-DMADD-392086-CS-INDV,P177040,en,consultant_services,unknown,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-392086-CS-INDV,MV-MOECCT-DMADD-392086-CS-INDV,P177040,en,consultant_services,unknown,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-392086-CS-INDV,MV-MOECCT-DMADD-392086-CS-INDV,P177040,en,consultant_services,unknown,unresolved,,,0
clean,P177040|MV-MOECCT-DMADD-395748-NC-RFQ,MV-MOECCT-DMADD-395748-NC-RFQ,P177040,en,non_consulting_services,cancelled,coarse,,platform,
deglued,P177040|MV-MOECCT-DMADD-395748-NC-RFQ,MV-MOECCT-DMADD-395748-NC-RFQ,P177040,en,non_consulting_services,cancelled,coarse,,platform,
match_key,P177040|MV-MOECCT-DMADD-395748-NC-RFQ,MV-MOECCT-DMADD-395748-NC-RFQ,P177040,en,non_consulting_services,cancelled,coarse,,platform,7
clean,P177040|MV-MOECCT-DMADD-416709-NC-DIR,MV-MOECCT-DMADD-416709-NC-DIR,P177040,en,non_consulting_services,signed,fine,drm_ews,platform,
deglued,P177040|MV-MOECCT-DMADD-416709-NC-DIR,MV-MOECCT-DMADD-416709-NC-DIR,P177040,en,non_consulting_services,signed,fine,drm_ews,platform,
match_key,P177040|MV-MOECCT-DMADD-416709-NC-DIR,MV-MOECCT-DMADD-416709-NC-DIR,P177040,en,non_consulting_services,signed,fine,drm_ews,platform,12
clean,P177040|MV-MOECCT-DMADD-424188-CS-INDV,MV-MOECCT-DMADD-424188-CS-INDV,P177040,en,consultant_services,signed,coarse,,telecom,
deglued,P177040|MV-MOECCT-DMADD-424188-CS-INDV,MV-MOECCT-DMADD-424188-CS-INDV,P177040,en,consultant_services,signed,coarse,,telecom,
match_key,P177040|MV-MOECCT-DMADD-424188-CS-INDV,MV-MOECCT-DMADD-424188-CS-INDV,P177040,en,consultant_services,signed,coarse,,telecom,9
clean,P177040|MV-MOECCT-DMADD-424685-CS-CQS,MV-MOECCT-DMADD-424685-CS-CQS,P177040,en,consultant_services,signed,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-424685-CS-CQS,MV-MOECCT-DMADD-424685-CS-CQS,P177040,en,consultant_services,signed,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-424685-CS-CQS,MV-MOECCT-DMADD-424685-CS-CQS,P177040,en,consultant_services,signed,unresolved,,,0
clean,P177040|MV-MOECCT-DMADD-429373-CS-QCBS,MV-MOECCT-DMADD-429373-CS-QCBS,P177040,en,consultant_services,signed,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-429373-CS-QCBS,MV-MOECCT-DMADD-429373-CS-QCBS,P177040,en,consultant_services,signed,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-429373-CS-QCBS,MV-MOECCT-DMADD-429373-CS-QCBS,P177040,en,consultant_services,signed,fine,fiber,telecom,4
clean,P177040|MV-MOECCT-DMADD-433217-CS-QCBS,MV-MOECCT-DMADD-433217-CS-QCBS,P177040,en,consultant_services,cancelled,coarse,,data_and_hosting,
deglued,P177040|MV-MOECCT-DMADD-433217-CS-QCBS,MV-MOECCT-DMADD-433217-CS-QCBS,P177040,en,consultant_services,cancelled,coarse,,data_and_hosting,
match_key,P177040|MV-MOECCT-DMADD-433217-CS-QCBS,MV-MOECCT-DMADD-433217-CS-QCBS,P177040,en,consultant_services,cancelled,fine,data_hosting,data_and_hosting,10
clean,P177040|MV-MOECCT-DMADD-459312-CS-QCBS,MV-MOECCT-DMADD-459312-CS-QCBS,P177040,en,consultant_services,signed,coarse,,data_and_hosting,
deglued,P177040|MV-MOECCT-DMADD-459312-CS-QCBS,MV-MOECCT-DMADD-459312-CS-QCBS,P177040,en,consultant_services,signed,coarse,,data_and_hosting,
match_key,P177040|MV-MOECCT-DMADD-459312-CS-QCBS,MV-MOECCT-DMADD-459312-CS-QCBS,P177040,en,consultant_services,signed,fine,data_hosting,data_and_hosting,10
clean,P177040|MV-MOECCT-DMADD-465751-GO-RFQ,MV-MOECCT-DMADD-465751-GO-RFQ,P177040,en,goods,signed,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-465751-GO-RFQ,MV-MOECCT-DMADD-465751-GO-RFQ,P177040,en,goods,signed,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-465751-GO-RFQ,MV-MOECCT-DMADD-465751-GO-RFQ,P177040,en,goods,signed,unresolved,,,0
clean,P177040|MV-MOECCT-DMADD-465759-GO-RFQ,MV-MOECCT-DMADD-465759-GO-RFQ,P177040,en,goods,signed,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-465759-GO-RFQ,MV-MOECCT-DMADD-465759-GO-RFQ,P177040,en,goods,signed,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-465759-GO-RFQ,MV-MOECCT-DMADD-465759-GO-RFQ,P177040,en,goods,signed,unresolved,,,0
clean,P177040|MV-MOECCT-DMADD-466976-GO-RFQ,MV-MOECCT-DMADD-466976-GO-RFQ,P177040,en,goods,signed,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-466976-GO-RFQ,MV-MOECCT-DMADD-466976-GO-RFQ,P177040,en,goods,signed,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-466976-GO-RFQ,MV-MOECCT-DMADD-466976-GO-RFQ,P177040,en,goods,signed,unresolved,,,0
clean,P177040|MV-MOECCT-DMADD-466977-GO-RFQ,MV-MOECCT-DMADD-466977-GO-RFQ,P177040,en,goods,signed,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-466977-GO-RFQ,MV-MOECCT-DMADD-466977-GO-RFQ,P177040,en,goods,signed,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-466977-GO-RFQ,MV-MOECCT-DMADD-466977-GO-RFQ,P177040,en,goods,signed,unresolved,,,0
clean,P177040|MV-MOECCT-DMADD-466978-GO-RFQ,MV-MOECCT-DMADD-466978-GO-RFQ,P177040,en,goods,cancelled,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-466978-GO-RFQ,MV-MOECCT-DMADD-466978-GO-RFQ,P177040,en,goods,cancelled,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-466978-GO-RFQ,MV-MOECCT-DMADD-466978-GO-RFQ,P177040,en,goods,cancelled,unresolved,,,0
clean,P177040|MV-MOECCT-DMADD-476857-CS-INDV,MV-MOECCT-DMADD-476857-CS-INDV,P177040,en,consultant_services,unknown,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-476857-CS-INDV,MV-MOECCT-DMADD-476857-CS-INDV,P177040,en,consultant_services,unknown,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-476857-CS-INDV,MV-MOECCT-DMADD-476857-CS-INDV,P177040,en,consultant_services,unknown,unresolved,,,0
clean,P177040|MV-MOECCT-DMADD-492821-CS-INDV,MV-MOECCT-DMADD-492821-CS-INDV,P177040,en,consultant_services,signed,coarse,,data_and_hosting,
deglued,P177040|MV-MOECCT-DMADD-492821-CS-INDV,MV-MOECCT-DMADD-492821-CS-INDV,P177040,en,consultant_services,signed,coarse,,data_and_hosting,
match_key,P177040|MV-MOECCT-DMADD-492821-CS-INDV,MV-MOECCT-DMADD-492821-CS-INDV,P177040,en,consultant_services,signed,coarse,,data_and_hosting,4
clean,P177040|MV-MOECCT-DMADD-495459-CS-CDS,MV-MOECCT-DMADD-495459-CS-CDS,P177040,en,consultant_services,signed,coarse,,data_and_hosting,
deglued,P177040|MV-MOECCT-DMADD-495459-CS-CDS,MV-MOECCT-DMADD-495459-CS-CDS,P177040,en,consultant_services,signed,coarse,,data_and_hosting,
match_key,P177040|MV-MOECCT-DMADD-495459-CS-CDS,MV-MOECCT-DMADD-495459-CS-CDS,P177040,en,consultant_services,signed,coarse,,data_and_hosting,4
clean,P177040|MV-MOECCT-DMADD-528835-GO-RFB,MV-MOECCT-DMADD-528835-GO-RFB,P177040,en,goods,cancelled,coarse,,telecom,
deglued,P177040|MV-MOECCT-DMADD-528835-GO-RFB,MV-MOECCT-DMADD-528835-GO-RFB,P177040,en,goods,cancelled,coarse,,telecom,
match_key,P177040|MV-MOECCT-DMADD-528835-GO-RFB,MV-MOECCT-DMADD-528835-GO-RFB,P177040,en,goods,cancelled,coarse,,telecom,9
clean,P177040|MV-MOECCT-DMADD-528841-GO-RFP,MV-MOECCT-DMADD-528841-GO-RFP,P177040,en,goods,unknown,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-528841-GO-RFP,MV-MOECCT-DMADD-528841-GO-RFP,P177040,en,goods,unknown,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-528841-GO-RFP,MV-MOECCT-DMADD-528841-GO-RFP,P177040,en,goods,unknown,coarse,,telecom,9
clean,P177040|MV-MOECCT-DMADD-528844-GO-RFB,MV-MOECCT-DMADD-528844-GO-RFB,P177040,en,goods,unknown,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-528844-GO-RFB,MV-MOECCT-DMADD-528844-GO-RFB,P177040,en,goods,unknown,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-528844-GO-RFB,MV-MOECCT-DMADD-528844-GO-RFB,P177040,en,goods,unknown,fine,dpi,platform,11
clean,P177040|MV-MOECCT-DMADD-528847-CS-QCBS,MV-MOECCT-DMADD-528847-CS-QCBS,P177040,en,consultant_services,planned,coarse,,data_and_hosting,
deglued,P177040|MV-MOECCT-DMADD-528847-CS-QCBS,MV-MOECCT-DMADD-528847-CS-QCBS,P177040,en,consultant_services,planned,coarse,,data_and_hosting,
match_key,P177040|MV-MOECCT-DMADD-528847-CS-QCBS,MV-MOECCT-DMADD-528847-CS-QCBS,P177040,en,consultant_services,planned,coarse,,data_and_hosting,4
clean,P177040|MV-MOECCT-DMADD-540128-GO-RFB,MV-MOECCT-DMADD-540128-GO-RFB,P177040,en,goods,unknown,coarse,,telecom,
deglued,P177040|MV-MOECCT-DMADD-540128-GO-RFB,MV-MOECCT-DMADD-540128-GO-RFB,P177040,en,goods,unknown,coarse,,telecom,
match_key,P177040|MV-MOECCT-DMADD-540128-GO-RFB,MV-MOECCT-DMADD-540128-GO-RFB,P177040,en,goods,unknown,coarse,,telecom,9
clean,P177040|MV-MOECCT-DMADD-560340-CS-QCBS,MV-MOECCT-DMADD-560340-CS-QCBS,P177040,en,consultant_services,unknown,unresolved,,,
deglued,P177040|MV-MOECCT-DMADD-560340-CS-QCBS,MV-MOECCT-DMADD-560340-CS-QCBS,P177040,en,consultant_services,unknown,unresolved,,,
match_key,P177040|MV-MOECCT-DMADD-560340-CS-QCBS,MV-MOECCT-DMADD-560340-CS-QCBS,P177040,en,consultant_services,unknown,fine,dpi,platform,17
clean,P177040|MV-MOECCT-DMADD-565584-GO-RFP,MV-MOECCT-DMADD-565584-GO-RFP,P177040,en,goods,planned,coarse,,data_and_hosting,
deglued,P177040|MV-MOECCT-DMADD-565584-GO-RFP,MV-MOECCT-DMADD-565584-GO-RFP,P177040,en,goods,planned,coarse,,data_and_hosting,
match_key,P177040|MV-MOECCT-DMADD-565584-GO-RFP,MV-MOECCT-DMADD-565584-GO-RFP,P177040,en,goods,planned,fine,dpi,platform,12
clean,P177077|SL-MOF-461434-CS-QCBS,SL-MOF-461434-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-461434-CS-QCBS,SL-MOF-461434-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-461434-CS-QCBS,SL-MOF-461434-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,0
clean,P177077|SL-MOF-462336-CS-QCBS,SL-MOF-462336-CS-QCBS,P177077,en,consultant_services,signed,unresolved,,,
deglued,P177077|SL-MOF-462336-CS-QCBS,SL-MOF-462336-CS-QCBS,P177077,en,consultant_services,signed,unresolved,,,
match_key,P177077|SL-MOF-462336-CS-QCBS,SL-MOF-462336-CS-QCBS,P177077,en,consultant_services,signed,unresolved,,,0
clean,P177077|SL-MOF-470197-CS-CQS,SL-MOF-470197-CS-CQS,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-470197-CS-CQS,SL-MOF-470197-CS-CQS,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-470197-CS-CQS,SL-MOF-470197-CS-CQS,P177077,en,consultant_services,unknown,fine,fiber,telecom,4
clean,P177077|SL-MOF-470203-CS-CQS,SL-MOF-470203-CS-CQS,P177077,en,consultant_services,cancelled,unresolved,,,
deglued,P177077|SL-MOF-470203-CS-CQS,SL-MOF-470203-CS-CQS,P177077,en,consultant_services,cancelled,unresolved,,,
match_key,P177077|SL-MOF-470203-CS-CQS,SL-MOF-470203-CS-CQS,P177077,en,consultant_services,cancelled,fine,submarine_cable,telecom,14
clean,P177077|SL-MOF-475144-CS-INDV,SL-MOF-475144-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
deglued,P177077|SL-MOF-475144-CS-INDV,SL-MOF-475144-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
match_key,P177077|SL-MOF-475144-CS-INDV,SL-MOF-475144-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,0
clean,P177077|SL-MOF-475147-CS-INDV,SL-MOF-475147-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
deglued,P177077|SL-MOF-475147-CS-INDV,SL-MOF-475147-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
match_key,P177077|SL-MOF-475147-CS-INDV,SL-MOF-475147-CS-INDV,P177077,en,consultant_services,signed,coarse,,platform,14
clean,P177077|SL-MOF-475155-CS-QCBS,SL-MOF-475155-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-475155-CS-QCBS,SL-MOF-475155-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-475155-CS-QCBS,SL-MOF-475155-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,0
clean,P177077|SL-MOF-482672-GO-RFB,SL-MOF-482672-GO-RFB,P177077,en,goods,signed,unresolved,,,
deglued,P177077|SL-MOF-482672-GO-RFB,SL-MOF-482672-GO-RFB,P177077,en,goods,signed,unresolved,,,
match_key,P177077|SL-MOF-482672-GO-RFB,SL-MOF-482672-GO-RFB,P177077,en,goods,signed,unresolved,,,0
clean,P177077|SL-MOF-488404-GO-RFB,SL-MOF-488404-GO-RFB,P177077,en,goods,signed,unresolved,,,
deglued,P177077|SL-MOF-488404-GO-RFB,SL-MOF-488404-GO-RFB,P177077,en,goods,signed,unresolved,,,
match_key,P177077|SL-MOF-488404-GO-RFB,SL-MOF-488404-GO-RFB,P177077,en,goods,signed,unresolved,,,0
clean,P177077|SL-MOF-498597-CS-QCBS,SL-MOF-498597-CS-QCBS,P177077,en,consultant_services,unknown,fine,access_connectivity,platform,
deglued,P177077|SL-MOF-498597-CS-QCBS,SL-MOF-498597-CS-QCBS,P177077,en,consultant_services,unknown,fine,access_connectivity,platform,
match_key,P177077|SL-MOF-498597-CS-QCBS,SL-MOF-498597-CS-QCBS,P177077,en,consultant_services,unknown,fine,access_connectivity,platform,8
clean,P177077|SL-MOF-500933-CS-QCBS,SL-MOF-500933-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-500933-CS-QCBS,SL-MOF-500933-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-500933-CS-QCBS,SL-MOF-500933-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,0
clean,P177077|SL-MOF-502365-NC-DIR,SL-MOF-502365-NC-DIR,P177077,en,non_consulting_services,signed,coarse,,platform,
deglued,P177077|SL-MOF-502365-NC-DIR,SL-MOF-502365-NC-DIR,P177077,en,non_consulting_services,signed,coarse,,platform,
match_key,P177077|SL-MOF-502365-NC-DIR,SL-MOF-502365-NC-DIR,P177077,en,non_consulting_services,signed,coarse,,platform,8
clean,P177077|SL-MOF-508318-CS-QCBS,SL-MOF-508318-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-508318-CS-QCBS,SL-MOF-508318-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-508318-CS-QCBS,SL-MOF-508318-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,0
clean,P177077|SL-MOF-512039-CS-QCBS,SL-MOF-512039-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-512039-CS-QCBS,SL-MOF-512039-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-512039-CS-QCBS,SL-MOF-512039-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,0
clean,P177077|SL-MOF-512041-GO-RFB,SL-MOF-512041-GO-RFB,P177077,en,goods,unknown,unresolved,,,
deglued,P177077|SL-MOF-512041-GO-RFB,SL-MOF-512041-GO-RFB,P177077,en,goods,unknown,unresolved,,,
match_key,P177077|SL-MOF-512041-GO-RFB,SL-MOF-512041-GO-RFB,P177077,en,goods,unknown,unresolved,,,0
clean,P177077|SL-MOF-522809-NC-RFP,SL-MOF-522809-NC-RFP,P177077,en,non_consulting_services,unknown,coarse,,telecom,
deglued,P177077|SL-MOF-522809-NC-RFP,SL-MOF-522809-NC-RFP,P177077,en,non_consulting_services,unknown,coarse,,telecom,
match_key,P177077|SL-MOF-522809-NC-RFP,SL-MOF-522809-NC-RFP,P177077,en,non_consulting_services,unknown,coarse,,telecom,3
clean,P177077|SL-MOF-522816-NC-RFP,SL-MOF-522816-NC-RFP,P177077,en,non_consulting_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-522816-NC-RFP,SL-MOF-522816-NC-RFP,P177077,en,non_consulting_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-522816-NC-RFP,SL-MOF-522816-NC-RFP,P177077,en,non_consulting_services,unknown,coarse,,platform,17
clean,P177077|SL-MOF-525700-CS-QCBS,SL-MOF-525700-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-525700-CS-QCBS,SL-MOF-525700-CS-QCBS,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-525700-CS-QCBS,SL-MOF-525700-CS-QCBS,P177077,en,consultant_services,unknown,fine,access_connectivity,platform,15
clean,P177077|SL-MOF-525703-CS-INDV,SL-MOF-525703-CS-INDV,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-525703-CS-INDV,SL-MOF-525703-CS-INDV,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-525703-CS-INDV,SL-MOF-525703-CS-INDV,P177077,en,consultant_services,unknown,unresolved,,,0
clean,P177077|SL-MOF-525708-CS-INDV,SL-MOF-525708-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
deglued,P177077|SL-MOF-525708-CS-INDV,SL-MOF-525708-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
match_key,P177077|SL-MOF-525708-CS-INDV,SL-MOF-525708-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,0
clean,P177077|SL-MOF-525710-CS-INDV,SL-MOF-525710-CS-INDV,P177077,en,consultant_services,cancelled,coarse,,platform,
deglued,P177077|SL-MOF-525710-CS-INDV,SL-MOF-525710-CS-INDV,P177077,en,consultant_services,cancelled,coarse,,platform,
match_key,P177077|SL-MOF-525710-CS-INDV,SL-MOF-525710-CS-INDV,P177077,en,consultant_services,cancelled,coarse,,platform,8
clean,P177077|SL-MOF-526879-NC-RFP,SL-MOF-526879-NC-RFP,P177077,en,non_consulting_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-526879-NC-RFP,SL-MOF-526879-NC-RFP,P177077,en,non_consulting_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-526879-NC-RFP,SL-MOF-526879-NC-RFP,P177077,en,non_consulting_services,unknown,unresolved,,,0
clean,P177077|SL-MOF-528690-GO-RFB,SL-MOF-528690-GO-RFB,P177077,en,goods,cancelled,fine,access_connectivity,platform,
deglued,P177077|SL-MOF-528690-GO-RFB,SL-MOF-528690-GO-RFB,P177077,en,goods,cancelled,fine,access_connectivity,platform,
match_key,P177077|SL-MOF-528690-GO-RFB,SL-MOF-528690-GO-RFB,P177077,en,goods,cancelled,fine,access_connectivity,platform,6
clean,P177077|SL-MOF-528691-CS-INDV,SL-MOF-528691-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
deglued,P177077|SL-MOF-528691-CS-INDV,SL-MOF-528691-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
match_key,P177077|SL-MOF-528691-CS-INDV,SL-MOF-528691-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,0
clean,P177077|SL-MOF-528700-CW-RFB,SL-MOF-528700-CW-RFB,P177077,en,works,planned,unresolved,,,
deglued,P177077|SL-MOF-528700-CW-RFB,SL-MOF-528700-CW-RFB,P177077,en,works,planned,unresolved,,,
match_key,P177077|SL-MOF-528700-CW-RFB,SL-MOF-528700-CW-RFB,P177077,en,works,planned,unresolved,,,0
clean,P177077|SL-MOF-530930-CS-LCS,SL-MOF-530930-CS-LCS,P177077,en,consultant_services,unknown,coarse,,platform,
deglued,P177077|SL-MOF-530930-CS-LCS,SL-MOF-530930-CS-LCS,P177077,en,consultant_services,unknown,coarse,,platform,
match_key,P177077|SL-MOF-530930-CS-LCS,SL-MOF-530930-CS-LCS,P177077,en,consultant_services,unknown,coarse,,platform,8
clean,P177077|SL-MOF-534129-CS-CDS,SL-MOF-534129-CS-CDS,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-534129-CS-CDS,SL-MOF-534129-CS-CDS,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-534129-CS-CDS,SL-MOF-534129-CS-CDS,P177077,en,consultant_services,unknown,fine,submarine_cable,telecom,14
clean,P177077|SL-MOF-534130-CS-CDS,SL-MOF-534130-CS-CDS,P177077,en,consultant_services,signed,unresolved,,,
deglued,P177077|SL-MOF-534130-CS-CDS,SL-MOF-534130-CS-CDS,P177077,en,consultant_services,signed,unresolved,,,
match_key,P177077|SL-MOF-534130-CS-CDS,SL-MOF-534130-CS-CDS,P177077,en,consultant_services,signed,unresolved,,,0
clean,P177077|SL-MOF-540685-CW-RFQ,SL-MOF-540685-CW-RFQ,P177077,en,works,signed,unresolved,,,
deglued,P177077|SL-MOF-540685-CW-RFQ,SL-MOF-540685-CW-RFQ,P177077,en,works,signed,unresolved,,,
match_key,P177077|SL-MOF-540685-CW-RFQ,SL-MOF-540685-CW-RFQ,P177077,en,works,signed,unresolved,,,0
clean,P177077|SL-MOF-540720-GO-RFQ,SL-MOF-540720-GO-RFQ,P177077,en,goods,unknown,unresolved,,,
deglued,P177077|SL-MOF-540720-GO-RFQ,SL-MOF-540720-GO-RFQ,P177077,en,goods,unknown,unresolved,,,
match_key,P177077|SL-MOF-540720-GO-RFQ,SL-MOF-540720-GO-RFQ,P177077,en,goods,unknown,unresolved,,,0
clean,P177077|SL-MOF-540729-GO-RFQ,SL-MOF-540729-GO-RFQ,P177077,en,goods,signed,unresolved,,,
deglued,P177077|SL-MOF-540729-GO-RFQ,SL-MOF-540729-GO-RFQ,P177077,en,goods,signed,unresolved,,,
match_key,P177077|SL-MOF-540729-GO-RFQ,SL-MOF-540729-GO-RFQ,P177077,en,goods,signed,unresolved,,,0
clean,P177077|SL-MOF-554093-GO-RFB,SL-MOF-554093-GO-RFB,P177077,en,goods,unknown,fine,access_connectivity,platform,
deglued,P177077|SL-MOF-554093-GO-RFB,SL-MOF-554093-GO-RFB,P177077,en,goods,unknown,fine,access_connectivity,platform,
match_key,P177077|SL-MOF-554093-GO-RFB,SL-MOF-554093-GO-RFB,P177077,en,goods,unknown,fine,access_connectivity,platform,6
clean,P177077|SL-MOF-554098-CW-RFB,SL-MOF-554098-CW-RFB,P177077,en,works,planned,unresolved,,,
deglued,P177077|SL-MOF-554098-CW-RFB,SL-MOF-554098-CW-RFB,P177077,en,works,planned,unresolved,,,
match_key,P177077|SL-MOF-554098-CW-RFB,SL-MOF-554098-CW-RFB,P177077,en,works,planned,unresolved,,,0
clean,P177077|SL-MOF-554119-CS-INDV,SL-MOF-554119-CS-INDV,P177077,en,consultant_services,unknown,unresolved,,,
deglued,P177077|SL-MOF-554119-CS-INDV,SL-MOF-554119-CS-INDV,P177077,en,consultant_services,unknown,unresolved,,,
match_key,P177077|SL-MOF-554119-CS-INDV,SL-MOF-554119-CS-INDV,P177077,en,consultant_services,unknown,unresolved,,,0
clean,P177077|SL-MOF-565234-CS-QCBS,SL-MOF-565234-CS-QCBS,P177077,en,consultant_services,planned,fine,drm_ews,platform,
deglued,P177077|SL-MOF-565234-CS-QCBS,SL-MOF-565234-CS-QCBS,P177077,en,consultant_services,planned,fine,drm_ews,platform,
match_key,P177077|SL-MOF-565234-CS-QCBS,SL-MOF-565234-CS-QCBS,P177077,en,consultant_services,planned,fine,drm_ews,platform,12
clean,P177077|SL-MOF-565246-GO-RFB,SL-MOF-565246-GO-RFB,P177077,en,goods,unknown,coarse,,telecom,
deglued,P177077|SL-MOF-565246-GO-RFB,SL-MOF-565246-GO-RFB,P177077,en,goods,unknown,coarse,,telecom,
match_key,P177077|SL-MOF-565246-GO-RFB,SL-MOF-565246-GO-RFB,P177077,en,goods,unknown,coarse,,telecom,3
clean,P177077|SL-MOF-565256-CS-INDV,SL-MOF-565256-CS-INDV,P177077,en,consultant_services,planned,fine,cybersecurity,platform,
deglued,P177077|SL-MOF-565256-CS-INDV,SL-MOF-565256-CS-INDV,P177077,en,consultant_services,planned,fine,cybersecurity,platform,
match_key,P177077|SL-MOF-565256-CS-INDV,SL-MOF-565256-CS-INDV,P177077,en,consultant_services,planned,fine,cybersecurity,platform,13
clean,P177077|SL-MOFED-286769-CS-INDV,SL-MOFED-286769-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
deglued,P177077|SL-MOFED-286769-CS-INDV,SL-MOFED-286769-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
match_key,P177077|SL-MOFED-286769-CS-INDV,SL-MOFED-286769-CS-INDV,P177077,en,consultant_services,signed,fine,cybersecurity,platform,3
clean,P177077|SL-MOFED-286771-CS-INDV,SL-MOFED-286771-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
deglued,P177077|SL-MOFED-286771-CS-INDV,SL-MOFED-286771-CS-INDV,P177077,en,consultant_services,signed,unresolved,,,
